INFO 2025-09-25 07:32:40,031 autoreload 22872 8604131520 Watching for file changes with StatReloader
WARNING 2025-09-25 07:34:26,549 basehttp 22872 6153580544 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,549 basehttp 22872 6170406912 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,550 basehttp 22872 13035925504 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,550 basehttp 22872 6136754176 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,662 log 22872 6136754176 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:26,663 log 22872 13035925504 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:26,663 log 22872 6170406912 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:26,664 log 22872 6153580544 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:26,664 basehttp 22872 6136754176 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,664 basehttp 22872 6170406912 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,664 basehttp 22872 13035925504 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,665 log 22872 13069578240 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:26,667 log 22872 13052751872 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:26,668 log 22872 6136754176 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:26,668 basehttp 22872 6153580544 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,670 log 22872 6170406912 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:26,671 basehttp 22872 13069578240 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,670 basehttp 22872 6136754176 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,670 basehttp 22872 13052751872 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,672 basehttp 22872 6170406912 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,783 log 22872 6170406912 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:26,783 log 22872 13069578240 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:26,784 log 22872 6136754176 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:26,785 log 22872 13052751872 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:26,786 basehttp 22872 6170406912 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,786 basehttp 22872 13069578240 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,786 basehttp 22872 6136754176 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,787 log 22872 6153580544 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:26,789 log 22872 13035925504 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:26,789 log 22872 6170406912 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:26,789 basehttp 22872 13052751872 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,790 log 22872 6136754176 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:26,790 basehttp 22872 6153580544 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,790 basehttp 22872 13035925504 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,791 basehttp 22872 6170406912 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,791 basehttp 22872 6136754176 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,903 log 22872 6136754176 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:26,904 log 22872 6170406912 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:26,905 log 22872 13035925504 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:26,908 log 22872 6153580544 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:26,909 basehttp 22872 6136754176 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,909 basehttp 22872 6170406912 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,911 log 22872 13052751872 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:26,912 log 22872 13069578240 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:26,912 basehttp 22872 13035925504 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,913 log 22872 6170406912 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:26,913 basehttp 22872 6153580544 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,914 log 22872 6136754176 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:26,914 basehttp 22872 13052751872 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,915 basehttp 22872 6170406912 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,916 basehttp 22872 13069578240 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:26,916 basehttp 22872 6136754176 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,030 log 22872 6136754176 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:27,032 log 22872 6170406912 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:27,033 log 22872 13069578240 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:27,034 log 22872 13052751872 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:27,035 basehttp 22872 6136754176 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,035 basehttp 22872 6170406912 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,037 log 22872 6153580544 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:27,038 log 22872 13035925504 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:27,038 basehttp 22872 13069578240 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,039 log 22872 6136754176 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:27,039 basehttp 22872 13052751872 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,040 log 22872 13069578240 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:27,041 basehttp 22872 6153580544 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,041 basehttp 22872 6136754176 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,041 basehttp 22872 13035925504 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,042 basehttp 22872 13069578240 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,154 log 22872 13069578240 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:27,155 log 22872 6136754176 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:27,155 log 22872 13035925504 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:27,155 log 22872 6153580544 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:27,155 basehttp 22872 13069578240 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,157 log 22872 13052751872 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:27,157 basehttp 22872 6136754176 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,157 basehttp 22872 13035925504 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,159 log 22872 13069578240 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:27,159 log 22872 6170406912 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:27,160 basehttp 22872 6153580544 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,160 basehttp 22872 13052751872 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,161 log 22872 13035925504 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:27,162 basehttp 22872 13069578240 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,163 basehttp 22872 13035925504 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,162 basehttp 22872 6170406912 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,275 log 22872 13035925504 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:27,275 log 22872 6170406912 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:27,275 log 22872 13069578240 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:27,276 log 22872 13052751872 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:27,276 basehttp 22872 13035925504 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,277 basehttp 22872 6170406912 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,278 log 22872 6153580544 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:27,279 basehttp 22872 13052751872 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,279 basehttp 22872 13069578240 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,280 log 22872 6136754176 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:27,281 log 22872 13035925504 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:27,281 basehttp 22872 6153580544 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,282 log 22872 6170406912 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:27,283 basehttp 22872 6136754176 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,283 basehttp 22872 13035925504 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,284 basehttp 22872 6170406912 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,399 log 22872 6170406912 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:27,399 log 22872 13035925504 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:27,400 log 22872 6136754176 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:27,401 log 22872 6153580544 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:27,402 basehttp 22872 6170406912 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,402 basehttp 22872 13035925504 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,405 log 22872 13069578240 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:27,406 log 22872 13052751872 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:27,406 basehttp 22872 6136754176 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,407 log 22872 13035925504 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:27,407 basehttp 22872 6153580544 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,408 log 22872 6136754176 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:27,408 basehttp 22872 13069578240 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,409 basehttp 22872 13052751872 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,409 basehttp 22872 13035925504 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,409 basehttp 22872 6136754176 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,519 log 22872 6136754176 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:27,520 log 22872 13035925504 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:27,520 log 22872 13052751872 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:27,520 log 22872 13069578240 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:27,521 basehttp 22872 6136754176 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,521 basehttp 22872 13035925504 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,523 log 22872 6153580544 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:27,525 log 22872 6136754176 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:27,525 basehttp 22872 13052751872 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,525 basehttp 22872 13069578240 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,530 log 22872 13035925504 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:27,530 basehttp 22872 6153580544 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,531 log 22872 13052751872 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:27,532 basehttp 22872 6136754176 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,532 basehttp 22872 13035925504 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,532 basehttp 22872 13052751872 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,662 log 22872 13052751872 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:27,663 log 22872 6136754176 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:27,663 log 22872 6153580544 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:27,665 log 22872 13035925504 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:27,666 basehttp 22872 6153580544 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,666 basehttp 22872 6136754176 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,666 basehttp 22872 13052751872 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,666 basehttp 22872 13035925504 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,668 log 22872 13069578240 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:27,668 log 22872 6170406912 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:27,669 log 22872 6136754176 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:27,669 log 22872 13052751872 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:27,669 basehttp 22872 6170406912 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,670 basehttp 22872 6136754176 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,670 basehttp 22872 13069578240 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,670 basehttp 22872 13052751872 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,789 log 22872 13052751872 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:27,790 log 22872 6136754176 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:27,790 log 22872 6170406912 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:27,790 log 22872 13069578240 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:27,792 log 22872 13035925504 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:27,792 basehttp 22872 13069578240 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,792 basehttp 22872 6136754176 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,793 basehttp 22872 13052751872 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,793 basehttp 22872 6170406912 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,796 log 22872 6153580544 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:27,795 basehttp 22872 13035925504 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,797 log 22872 6136754176 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:27,795 log 22872 13052751872 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:27,797 basehttp 22872 6153580544 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,798 basehttp 22872 6136754176 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,798 basehttp 22872 13052751872 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,911 log 22872 13052751872 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:27,912 log 22872 6136754176 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:27,912 log 22872 6153580544 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:27,912 log 22872 13035925504 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:27,913 basehttp 22872 13052751872 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,913 basehttp 22872 6136754176 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,915 log 22872 6170406912 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:27,915 basehttp 22872 13035925504 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,916 log 22872 13052751872 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:27,916 basehttp 22872 6153580544 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,916 log 22872 13069578240 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:27,917 basehttp 22872 6170406912 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,919 log 22872 6153580544 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:27,919 basehttp 22872 13052751872 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,919 basehttp 22872 13069578240 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:27,920 basehttp 22872 6153580544 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,031 log 22872 6153580544 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:28,032 log 22872 13052751872 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:28,033 log 22872 13069578240 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:28,034 log 22872 6170406912 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:28,035 basehttp 22872 6153580544 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,036 log 22872 13035925504 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:28,036 basehttp 22872 13052751872 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,038 log 22872 6153580544 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:28,038 basehttp 22872 13069578240 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,038 basehttp 22872 13035925504 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,039 log 22872 13052751872 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:28,039 basehttp 22872 6170406912 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,040 log 22872 13069578240 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:28,040 basehttp 22872 6153580544 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,041 basehttp 22872 13052751872 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,041 basehttp 22872 13069578240 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,152 log 22872 13069578240 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:28,152 log 22872 13052751872 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:28,152 log 22872 6153580544 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:28,153 log 22872 13035925504 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:28,153 basehttp 22872 13069578240 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,154 log 22872 6170406912 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:28,156 log 22872 13069578240 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:28,156 basehttp 22872 13052751872 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,156 basehttp 22872 6153580544 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,157 basehttp 22872 13069578240 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,157 basehttp 22872 13035925504 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,158 log 22872 6136754176 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:28,158 basehttp 22872 6170406912 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,159 log 22872 13052751872 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:28,161 basehttp 22872 6136754176 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,161 basehttp 22872 13052751872 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,272 log 22872 13052751872 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:28,272 log 22872 13069578240 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:28,273 log 22872 6136754176 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:28,273 log 22872 6170406912 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:28,274 basehttp 22872 13052751872 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,275 basehttp 22872 13069578240 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,276 log 22872 13035925504 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:28,276 basehttp 22872 6136754176 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,277 log 22872 13052751872 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:28,277 basehttp 22872 6170406912 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,278 log 22872 6153580544 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:28,279 log 22872 13069578240 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:28,279 basehttp 22872 13035925504 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,280 basehttp 22872 13052751872 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,280 basehttp 22872 13069578240 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,281 basehttp 22872 6153580544 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,395 log 22872 6153580544 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:28,395 log 22872 13069578240 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:28,395 log 22872 13052751872 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:28,397 log 22872 13035925504 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:28,397 basehttp 22872 13069578240 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,397 basehttp 22872 6153580544 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,399 log 22872 6170406912 Unauthorized: /api/v1/tasks/stats/
WARNING 2025-09-25 07:34:28,400 log 22872 6136754176 Unauthorized: /api/v1/devices/stats/
WARNING 2025-09-25 07:34:28,400 basehttp 22872 13052751872 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,401 log 22872 13069578240 Unauthorized: /api/v1/alerts/stats/
WARNING 2025-09-25 07:34:28,402 basehttp 22872 13035925504 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,402 basehttp 22872 6170406912 "GET /api/v1/tasks/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,402 basehttp 22872 6136754176 "GET /api/v1/devices/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,403 log 22872 13052751872 Unauthorized: /api/v1/results/stats/
WARNING 2025-09-25 07:34:28,403 basehttp 22872 13069578240 "GET /api/v1/alerts/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,404 basehttp 22872 13052751872 "GET /api/v1/results/stats/ HTTP/1.1" 401 179
WARNING 2025-09-25 07:34:28,514 log 22872 13052751872 Unauthorized: /api/v1/devices/stats/
